Author,Year,DOI,Male,Female
"Van Moorsel, Hansen, Havekes, Scheer, Jorgensen, Hoeks, Schrauwen-Hinderling, Duez, Lefebvre, Schaper, Hesselink, Staels and Schrauwen",2016,10.1016/j.molmet.2016.06.012,12,
"Walsh, Ruoff, Varbel, Walker, Grinberg, Boxer, Kramer, Miller and Neylan",2016,10.1016/j.sleep.2016.05.002,9,8
"Watt, Willmott, Maxwell, Smeeton, Watt and Richardson",2016,10.1016/j.jtherbio.2016.04.008,12,
"West, Russell, Bracken, Cook, Giroud and Kilduff",2016,10.1080/02640414.2015.1040825,15,
"White, Salgado, Astorino, Loeppky, Schneider, Mccormick, Mclain, Kravitz and Mermier",2016,10.1080/23328940.2015.1072659,8,
"Wiggen, Heidelberg, Waagaard, H and Sandbakk",2016,10.1123/ijspp.2015-0232,13,
Yazdanirad and Dehghan,2016,10.4103/2008-7802.177890,10,
"Yeargin, Mckenzie, Eberman, Kingsley, Dziedzicki and Yoder",2016,10.4085/1062-6050-51.10.09,27,
"Yeung, Ting, Hon, Fung, Choi, Cheng and Yeung",2016,10.1097/md.0000000000002455,10,10
"Zinner, Holmberg and Sperlich",2016,10.1007/s00421-016-3357-3,9,
Zochowski and Docherty,2016,,10,
"Zurawlew, Walsh, Fortes and Potter",2016,10.1111/sms.12638,17,
"Antunez, Capella, Navarro and Adan",2016,10.1080/07420528.2016.1223092,70,
"Bongers, Eijsvogels, Van Nes, Hopman and Thijssen",2016,10.2522/ptj.20150266,10,
"Forsyth, Pumpa, Knight and Miller",2016,10.1080/10790268.2016.1180098,14,2
"Klute, Bates, Berge, Biggs and King",2016,10.1682/jrrd.2015.06.0121,5,
Segal and Klute,2016,10.1682/jrrd.2015.03.0053,8,
"Trbovich, Kiratli and Price",2016,10.1016/j.jtherbio.2016.10.006,9,1
"Vaile, Stefanovic and Askew",2016,10.1179/2045772314y.0000000287,10,
"Adams, Hosokawa, Belval, Huggins, Stearns and Casa",2017,10.1016/j.jsams.2016.07.009,16,16
"Adams, Vandermark, Pryor, Pryor, Vanscoy, Denegar, Huggins and Casa",2017,10.1080/02640414.2016.1192671,17,
"Akerman, Lucas, Katare and Cotter",2017,10.3389/fphys.2017.00756,4,6
"Alexandre, Prieto, Beaumont, Taiar and Polidori",2017,10.1016/j.jss.2016.10.019,2,2
"Allan, Sharples, Close, Drust, Shepherd, Dutton, Morton and Gregson",2017,10.1152/japplphysiol.00096.2017,10,
"Andersen, Saber, Pedersen, Loft, Hansen, Koponen, Pedersen, Ebbehoj, Norskov, Clausen, Garde, Vogel and Moller",2017,10.1186/s12940-017-0303-8,32,11
"Bahler, Holleman, Chan, Booij, Hoekstra and Verberne",2017,10.1371/journal.pone.0176242,16,
"Barnes, Petterson and Cochrane",2017,10.1080/02640414.2016.1206665,9,
Beaumont and James,2017,10.1016/j.jsams.2017.03.017,8,
"Bell, Furber, Ka, Anton-Solanas and Swart",2017,10.1249/mss.0000000000001068,1,
"Bishop, Szymanski, Ryan, Herron and Bishop",2017,10.1519/jsc.0000000000001680,6,
"Bjugstad, Gutowski, Pekarek, Bourg, Mains and Bar-Or",2017,10.1055/s-0043-119065,23,
"Borg, Costello, Bach and Stewart",2017,10.1016/j.physbeh.2016.12.009,18,
"Botonis, Geladas, Kounalakis, Cherouveim and Koskolou",2017,10.1111/sms.12799,14,
"Brito, Costa, Bento, Garrido, Reis, Conceiç_o and Louro",2017,,25,17
"Butts, Spisla, Adams, Smith, Paulsen, Caldwell, Ganio and Mcdermott",2017,10.7205/milmed-d-17-00057,11,2
"Butts, Torretta, Smith, Petway and Mcdermott",2017,10.1080/17461391.2017.1347205,16,
"Caldwell, Robinson, Tucker, Arcement, Butts, Mcdermott, Ganio, Caldwell, Robinson, Tucker, Arcement, Butts, Mcdermott and Ganio",2017,,6,3
"Carballo-Leyenda, Villa, Lopez-Satue and Rodriguez-Marroyo",2017,10.3389/fphys.2017.00618,6,
"Casadio, Storey, Merien, Kilding, Cotter, Laursen, Casadio, Storey, Kilding, Cotter and Laursen",2017,,8,8
"Castellani, Spitz, Karis, Martini, Young, Margolis, Phillip Karl, Murphy, Xu, Montain, Bohn, Teien, Stenberg, Gundersen and Pasiakos",2017,10.1186/s13728-017-0056-6,28,
"Cernych, Baranauskiene, Eimantas, Kamandulis, Daniuseviciute and Brazaitis",2017,10.3389/fpsyg.2017.01344,10,11
"Chan, Yang, Song and Wong",2017,10.1016/j.jtherbio.2016.11.002,12,
"Charlot, Tardo-Dino, Buchet, Koulmann, Bourdon, Lepetit, Roslonski, Jousseaume and Malgoyre",2017,10.3389/fphys.2017.00419,29,
"Christensen, Lipman, Grahn, Shea, Einhorn and Heller",2017,10.1016/j.wem.2017.02.009,6,2
"Clarke, Duncan, Smith and Hankey",2017,10.1080/02640414.2016.1164885,8,
"Coca, Quinn, Kim, Wu, Powell, Roberge and Shaffer",2017,10.1017/dmp.2017.13,6,
"Collett, Meaney, Howells and Dawes",2017,10.3109/09638288.2016.1152604,2,6
"Coombs, Cramer, Ravanelli, Imbeault and Jay",2017,10.1152/japplphysiol.00829.2016,7,1
"Cordery, Peirce, Maughan and Watson",2017,10.1111/sms.12753,,9
"Crowther, Leicht, Pohlmann and Shakespear-Druery",2017,10.3390/sports5020027,2,
"Cunniffe, Ellison, Loosemore and Cardinale",2017,10.1519/jsc.0000000000001484,6,
"De Andrade Fernandes, Pimenta, Moreira, Sillero-Quintana, Marins, Morandi, Kanope and Garcia",2017,10.12965/jer.1734934.467,1,
"Delgado-Moreno, Robles-Pérez and Clemente-Suárez",2017,10.1007/s10916-017-0772-x,20,
"Denhartog, Rubenstein, Deaton and Bogerd",2017,10.1093/annweh/wxw019,40,
"Druyan, Atias, Ketko, Cohen-Sivan and Heled",2017,10.1515/jbcpp-2016-0065,16,
"Ensari, Motl, Klaren, Fernhall, Smith and Horn",2017,10.1080/00140139.2016.1198496,20,1
"Escamilla-Galindo, Estal-Martinez, Adamczyk, Brito, Arnaiz-Lastras and Sillero-Quintana",2017,10.12965/jer.1735046.523,17,
"Faude, Hecksteden, Hammes, Schumacher, Besenius, Sperlich and Meyer",2017,10.1139/apnm-2016-0375,21,
"Filingeri, Chaseling, Hoang, Barnett, Davis and Jay",2017,10.1113/ep086320,5,3
"Flood, Waldron, Jeffries and Flood",2017,,8,
"Fogt, Henning, Venable and Mcfarlin",2017,,8,6
"Forouharmajd, Yadegari, Ahmadvand, Forouharmajd and Pourabdian",2017,,12,
"Fournier, Iten, Marques-Vidal, Boulat, Bardy, Beggah, Calderara, Morawiec, Lauriers, Monney, Iglesias, Pascale, Harbaoui, Eeckhout and Muller",2017,10.1007/s00392-017-1152-8,8,9
"Fujii, Aoki-Murakami, Tsuji, Kenny, Nagashima, Kondo and Nishiyasu",2017,10.14814/phy2.13465,,14
"Fujii, Nikawa, Tsuji, Kenny, Kondo and Nishiyasu",2017,10.14814/phy2.13252,9,
"Fujii, Zhang, Mcneely, Nishiyasu and Kenny",2017,10.1152/japplphysiol.00446.2017,11,
"Gabel, Reichert, Maire, Schmidt, Schlangen, Kolodyazhniy, Garbazza, Cajochen and Viola",2017,10.1038/s41598-017-07060-8,24,14
"Gibson, Willmott, James, Hayes and Maxwell",2017,10.1519/jsc.0000000000001521,35,
"Godek, Morrison and Scullin",2017,10.4085/1062-6050-52.7.08,16,
"Gubin, Weinert, Rybina, Danilova, Solovieva, Durov, Prokopiev and Ushakov",2017,10.1080/07420528.2017.1288632,123,50
"Guy, Pyne, Miller, Dalbo and Deakin",2017,,8,8
"Haqani, Fujii, Kondo and Kenny",2017,10.14814/phy2.13123,14,
"Hemmatjo, Motamedzade, Aliabadi, Kalatpour and Farhadian",2017,10.1016/j.shaw.2017.02.003,17,
"Hibi, Kubota, Mizuno, Aritake, Mitsui, Katashima and Uchida",2017,10.1038/srep39640,9,
"Hosokawa, Adams and Casa",2017,10.1123/jsr.2016-0022,9,
"Hosokawa, Adams, Belval, Vandermark and Casa",2017,10.1016/j.annemergmed.2016.08.428,8,6
Houten and Cooper,2017,10.1080/08990220.2017.1372739,11,7
"Hunter, Shah, Langrish, Raftis, Lucking, Brittan, Venkatasubramanian, Stables, Stelzle, Marshall, Graveling, Flapan, Newby and Mills",2017,10.1161/circulationaha.116.025711,16,3
"Ibrahim, Chen, Ayub and Muhamad",2017,10.1016/j.jesf.2017.08.002,13,
"Ingraham, Ferris and David Remy",2017,10.1109/icorr.2017.8009270,2,1
"J, K, Buyse, Marcora, Meeusen and Roelands",2017,10.1249/mss.0000000000001263,10,
"James, Richardson, Watt, Willmott, Gibson and Maxwell",2017,10.1139/apnm-2016-0349,16,1
"Ji, Li, Liu, Sun, Wang, Chen and Gao",2017,10.3389/fpsyg.2017.01192,20,
"Jiao, Li, Yao, Chen, Guo, Wong, Ng and Hu",2017,10.1080/00140139.2017.1306630,8,
Kakitsuba and Mekjavic,2017,10.1186/s40101-017-0141-y,10,
"Karagul, Nalcakan, Dogru and Tas",2017,,25,17
"Keen, Miller and Zuhl",2017,10.1519/jsc.0000000000002207,12,
"Kenny, Cullen and Warrington",2017,10.1123/ijspp.2016-0323,2,
Kilit and Arslan,2017,,28,
"Koenders, Franken, Cotter, Thornton and Rehrer",2017,10.1111/sms.12748,9,
Krivoschekov and Lushnikov,2017,,50,
"Kunihikotanaka, Daiki, Kosuke and Koji",2017,,6,
"Lamarche, Meade, D'souza, Flouris, Hardcastle, Sigal, Boulay and Kenny",2017,10.1080/15459624.2017.1321844,9,
"Lee, Munoz, Mcdermott, Beasley, Yamamoto, Hom, Casa, Armstrong, Kraemer, Anderson and Maresh",2017,10.1111/sms.12621,6,4
"Legault, Clement, Kenny, Hardcastle and Keller",2017,10.1016/j.apergo.2016.06.007,19,
"Lei, Stannard, Perry, Schlader, Cotter and Mundel",2017,10.1113/jp273176,,10
"Leicht, Papanagopoulos, Haghighat and Faulkner",2017,10.1080/02640414.2016.1235795,13,
Leoz-Abaurrea and Aguado-Jimenez,2017,10.1016/j.wem.2017.02.005,16,4
"Lloyd, Picton, Raccuglia, Hodder and Havenith",2017,10.1152/ajpregu.00055.2017,8,
"Lundgren-Kownacki, Martinez, Johansson, Psikuta, Annaheim and Kuklane",2017,10.1016/j.jtherbio.2017.05.006,5,5
"Maley, Costello, Borg, Bach, Hunt and Stewart",2017,10.3389/fphys.2017.00913,11,
"Maunder, Laursen and Kilding",2017,10.1123/ijspp.2015-0764,7,
"Mawhinney, Jones, Low, Green, Howatson and Gregson",2017,10.1080/17461391.2017.1279222,12,
"Mawhinney, Low, Jones, Green, Costello and Gregson",2017,10.1249/mss.0000000000001223,10,
"Mazgaoker, Ketko, Yanovich, Heled and Epstein",2017,10.1016/j.jtherbio.2017.03.007,17,
"Mcgowan, Pyne, Thompson, Raglin and Rattray",2017,10.1123/ijspp.2016-0276,7,6
"Mcgowan, Pyne, Thompson, Raglin, Osborne and Rattray",2017,10.1080/02640414.2016.1223329,12,13
Meade and Kenny,2017,10.1249/mss.0000000000001309,9,
"Meade, D'souza, Krishen and Kenny",2017,10.1080/15459624.2017.1365151,4,
"Mekjavic, Ciuha, Gronkvist and Eiken",2017,10.3389/fphys.2017.00451,10,
"Mihalik, Sumrall, Yeargin, Guskiewicz, King, Trulock and Shields",2017,10.1249/mss.0000000000001325,18,
"Miller, Hughes, Long, Adams and Casa",2017,,14,3
"Miller, Truxton and Long",2017,10.4085/1062-6050-52.5.05,13,
"Minahan, Melnikoff, Quinn and Larsen",2017,10.1007/s00421-017-3628-7,,16
"Monnard, Fares, Calonne, Miles-Chan, Montani, Durrer, Schutz and Dulloo",2017,10.3389/fendo.2017.00130,9,18
"Moreno-Alsasua, Garcia-Zapirain, David Rodrigo-Carbonero, Ruiz, Hamrioui and De La Torre Diez",2017,10.1007/s10916-017-0840-2,6,14
"Morris, Pilcher and Powell",2017,10.1080/22423982.2017.1379306,5,3
"Morris, Pilcher, Mulvihill and Vander Wood",2017,10.1016/j.apergo.2017.03.009,39,26
"Morrison, Ciuha, Zavec-Pavlini_, Eiken, Mekjavic, Morrison, Ciuha, Zavec-Pavlini_ and Mekjavic",2017,,14,
"Moyce, Mitchell, Armitage, Tancredi, Joseph and Schenker",2017,10.1136/oemed-2016-103848,182,101
Naito and Ogaki,2017,10.1016/j.jshs.2015.12.002,7,
"Naito, Iribe and Ogaki",2017,10.1186/s40101-016-0122-6,9,
"Nakada, Horie, Kawanami, Inoue, Iijima, Sato and Abe",2017,10.1007/s00484-017-1333-1,11,
"Nayak, Tinghe, Zijing, Xiaojing, Pack, Bing and Yufei",2017,10.1109/embc.2017.8037165,7,
"Negaard, Anthony, Bonthius, Jepson, Marcussen, Pelzer and Peterson",2017,10.1177/2050313x17721601,1,
"Neiva, Marques, Barbosa, Izquierdo, Viana and Marinho",2017,10.1016/j.jsams.2016.04.012,11,
"Notley, Park, Tagami, Ohnishi and Taylor",2017,10.1113/ep086112,36,24
"Ogawa, Kamijo, Ikegawa, Masuki and Nose",2017,10.1113/jp273281,12,
"Otani, Kaya, Tamaki and Watson",2017,10.1007/s00421-016-3504-x,8,
"Oue, Sato, Yoneya and Sadamoto",2017,10.14814/phy2.13253,8,
Özkan Tuncay and Mollao_lu,2017,10.1111/jocn.13788,17,58
"Palmer, Heigenhauser, Duong and Spriet",2017,10.1055/s-0043-119874,7,
"Palmer, Heigenhauser, Duong and Spriet",2017,10.1123/ijsnem.2016-0194,8,
"Peçanha, Forjaz and Low",2017,10.3389/fnins.2017.00727,12,
"Peçanha, Forjaz and Low",2017,10.1152/japplphysiol.00502.2017,12,
"Phillips, Noh, Gage and Yoon",2017,10.1080/17461391.2017.1328707,8,4
"Piil, Lundbye-Jensen, Trangmar and Nybo",2017,10.1080/23328940.2017.1368877,10,
"Priego Quesada, Gil-Calvo, Jimenez-Perez, Lucas-Cuevas and Perez-Soriano",2017,10.1364/ao.56.005559,17,5
"Pu_nik, _uk and Had_i_",2017,,9,9
"Quinn, Kim, Strauch, Wu, Powell, Roberge, Shaffer and Coca",2017,10.1017/dmp.2016.209,6,
"Racinais, Wilson and Periard",2017,10.1152/ajpregu.00431.2016,14,
"Racinais, Wilson, Gaoua and Periard",2017,10.1152/japplphysiol.00430.2017,14,
"Ravanelli, Cramer, Imbeault and Jay",2017,10.14814/phy2.13099,16,
"Rendell, Prout, Costello, Massey, Tipton, Young and Corbett",2017,10.1152/ajpregu.00103.2017,8,
"Rivas, Rao, Castleberry and Ben-Ezra",2017,10.1016/j.jtherbio.2017.10.001,7,5
"Roberge, Kim, Yorio, Coca, Seo, Quinn, Aljaroudi and Powell",2017,10.1080/02656736.2017.1315180,28,
"Ruddock, Tew and Purvis",2017,10.1080/02640414.2016.1215501,7,
"Sagui, Beighau, Jouvion, Trichereau, Cornet, Berthelot, Canini and Grelot",2017,10.7205/milmed-d-16-00251,38,2
"Sanchez-Molina, Robles-Perez and Clemente-Suarez",2017,10.1007/s10916-017-0749-9,19,
"Schlader, Chapman, Sarker, Russo, Rideout, Parker, Johnson and Hostler",2017,10.1249/mss.0000000000001254,19,10
"Shute, Heesch, Laursen and Slivka",2017,10.1016/j.jtherbio.2017.04.008,8,
"Silva, Santos, Andrade, Santos, Moreira, Sillero-Quintana and Ferreira",2017,,5,33
"Sim, Joo, Kim, Jang, Kim, Hong, Kim and Park",2017,10.1109/jbhi.2016.2529655,14,3
"Skurvydas, Verbickas, Eimantas, Baranauskiene, Cernych, Skrodeniene, Daniuseviciute and Brazaitis",2017,10.3389/fpsyg.2017.02282,10,
"Snipe, Khoo, Kitic, Gibson and Costa",2017,10.1139/apnm-2017-0361,6,5
"Stahn, Werner, Opatz, Maggioni, Steinach, Von Ahlefeld, Moore, Crucian, Smith, Zwart, Schlabs, Mendt, Trippel, Koralewski, Koch, Choukèr, Reitz, Shang, Röcker, Kirsch and Gunga",2017,10.1038/s41598-017-15560-w,7,4
"Stevens, Bennett, Sculley, Callister, Taylor and Dascombe",2017,10.1519/jsc.0000000000001532,11,
"Stevens, Kittel, Sculley, Callister, Taylor and Dascombe",2017,10.1080/02640414.2016.1192294,9,
"Stevens, Plews, Laursen, Kittel and Taylor",2017,10.1080/23328940.2017.1365108,7,
"Stjepanovic, Nikolaidis and Knechtle",2017,10.4077/cjp.2017.Baf467,1,
"Tan, Teo, Ali, Ang, Iskandar, Law and Lee",2017,10.4085/1062-6050-52.1.11,22,
"Tipton, Kadinopoulos, De Sa and Barwood",2017,10.1136/bmjsem-2016-000210,9,
"Tornero-Aguilera, Robles-Perez and Clemente-Suarez",2017,10.1007/s10916-017-0748-x,40,
"Towey, Easton, Simpson and Pedlar",2017,10.1016/j.jtherbio.2016.11.010,11,4
"Trangmar, Chiesa, Kalsi, Secher and Gonzalez-Alonso",2017,10.14814/phy2.13108,9,
"Tucker, Caldwell, Butts, Robinson, Reynebeau, Kavouras, Mcdermott, Washington, Turner and Ganio",2017,10.1152/japplphysiol.00768.2016,20,
"Tuttle, Chrismas, Gibson, Barrington, Hughes, Castle, Metcalfe, Midgley, Pearce, Kabir, Rayanmarakar, Al-Ali, Lewis and Taylor",2017,10.3389/fphys.2017.00473,11,
"Tze-Huan, Cotter, Stannard, Schlader, Perry, Yu-Tzu and Mundel",2017,,,16
"Veltmeijer, Eijsvogels, Barteling, Verbeek-Knobbe, Van Heerde and Hopman",2017,10.1016/j.jsams.2016.01.007,43,19
"Veltmeijer, Veeneman, Bongers, Netea, Van Der Meer, Eijsvogels and Hopman",2017,10.1123/ijspp.2016-0382,15,
"Vincent, Aisbett, Larsen, Ridgers, Snow and Ferguson",2017,10.3390/ijerph14020180,30,5
"Wallace, Coletta, Vlaar, Cheung, Taber, Mckinlay and Wilson",2017,,9,5
Watkins and Richardson,2017,10.1016/j.jtherbio.2016.11.004,8,
"Williams-Bell, Aisbett, Murphy and Larsen",2017,10.3389/fphys.2017.00815,10,
"Yeo, Lim and Yoon",2017,10.1007/s10916-017-0860-y,28,3
"Zhao, Yi, Chan and Chan",2017,10.1016/j.jtherbio.2017.09.004,10,
"Zhao, Yi, Chan, Wong and Yam",2017,10.1093/annweh/wxx055,12,
"Zimmermann, Landers and Wallman",2017,10.1123/ijsnem.2016-0028,,10
"Zimmermann, Landers, Wallman and Saldaris",2017,10.1123/ijsnem.2016-0215,10,
"Griggs, Havenith, Paulson, J Price and Goosey-Tolfrey",2017,10.1016/j.jsams.2017.03.010,7,1
"Griggs, Havenith, Price, Mason and Goosey-Tolfrey",2017,10.1055/s-0042-121263,16,1
"Adams, Sekiguchi, Suh, Seal, Sprong, Kirkland and Kavouras",2018,10.1249/mss.0000000000001597,7,
"Alcock, Mccubbin, Camoes-Costa and Costa",2018,10.1016/j.wem.2018.06.004,1,
"Amano, Igarashi, Fujii, Hiramatsu, Inoue and Kondo",2018,10.1007/s00421-018-3993-x,10,
Archer,2018,,,10
"Atalay, Ünal, O_ul, Ercan and Çetin",2018,,16,14
"Atkinson, Carter, Thijssen, Birk, Cable, Low, Kerstens, Meeuwis, Dawson and Green",2018,10.1007/s00421-018-3813-3,20,
"Austad, Wiggen, Faerevik and Seeberg",2018,10.2486/indhealth.2017-0162,11,
"Baek, Jung, Son and Lee",2018,10.1080/00140139.2017.1353707,8,
"Balmain, Jay, Morris, Shiino, Stewart, Jayasinghe, Chan and Sabapathy",2018,10.1249/mss.0000000000001455,10,
"Barwood, Goodall and Bateman",2018,10.1007/s00421-018-3987-8,10,
"Bautz, Hostler, Khorana and Suyama",2018,10.1519/jsc.0000000000002852,10,
"Beaven, Kilduff and Cook",2018,10.3389/fphys.2018.01064,12,
Belinchon-Demiguel and Clemente-Suarez,2018,10.1007/s10916-017-0889-y,11,
"Bogerd, Velt, Annaheim, Bongers, Eijsvogels and Daanen",2018,10.1088/1361-6579/aaad52,8,
"Borg, Stewart, Costello, Drovandi and Minett",2018,10.1016/j.physbeh.2018.06.026,11,
"Botonis, Kounalakis, Cherouveim, Koskolou and Geladas",2018,10.1111/sms.12984,6,
"Boukelia, Gomes and Florida-James",2018,10.1155/2018/3402143,13,
"Brandenberger, Ingalls, Rupp and Doyle",2018,10.1519/jsc.0000000000001955,10,
"Brito, Moreira, Ferreira, Diaz-De-Durana, Miarka, Marins and Sillero-Quintana",2018,10.1519/jsc.0000000000002672,9,
"Broz, Rajdl, Novak, Hromadka, Racek, Trefil and Zeman",2018,10.1515/jomb-2017-0055,19,
"Buono, Kolding, Leslie, Moreno, Norwood, Ordille and Weller",2018,10.1016/j.jtherbio.2017.12.001,3,1
"Caldwell, Van Den Heuvel, Kerry, Clark, Peoples and Taylor",2018,10.1113/ep086760,8,
"Carballo-Leyenda, Villa, Lopez-Satue, Collado and Rodriguez-Marroyo",2018,10.3389/fphys.2018.01139,8,
"Carlson, Lawrence and Kenefick",2018,10.1519/jsc.0000000000002268,9,
"Chaglla E, Celik and Balachandran",2018,10.3390/s18103315,4,6
"Chaseling, Filingeri, Barnett, Hoang, Davis and Jay",2018,10.1249/mss.0000000000001496,10,
"Cheung, Liu, Wong, Bae, Hui, Tsang, Cheng and Fong",2018,10.1155/2018/7575123,19,21
"Chou, Allen, Hahn, Leary and Coyle",2018,10.1152/japplphysiol.00965.2017,8,
Chrisinger and King,2018,10.1186/s12942-018-0140-1,6,8
"Coletta, Mallette, Gabriel, Tyler and Cheung",2018,10.1371/journal.pone.0195219,13,7
"Corbett, White, Barwood, Wagstaff, Tipton, Mcmorris and Costello",2018,10.1007/s40279-017-0816-x,18,
"Corona, Simmons, Nessler and Newcomer",2018,10.1080/00140139.2017.1387291,46,
"Costello, Rendell, Furber, Massey, Tipton, Young and Corbett",2018,10.1016/j.cyto.2018.01.018,8,
"Da Silva, Machado, Souza, Kunzler, Priego-Quesada and Carpes",2018,10.1088/1361-6579/aae6df,20,
"Darzi, Gaweesh, Ahmed and Novak",2018,10.3389/fnins.2018.00568,15,6
Davy and Gobel,2018,10.1080/07420528.2017.1391277,11,2
"De Andrade Fernandes, Amorim, Brito, Costa, Moreira, Quintana and Marins",2018,,12,
"De Melo-Marins, Souza-Silva, Da Silva-Santos, Freire-Junior, Lee and Laitano",2018,10.3389/fnut.2018.00022,11,
"De Oliveira, De Araujo, De Andrade, Dos Santos, Moreira, Sillero-Quintana and De Almeida Ferreira",2018,10.12965/jer.1836056.028,11,20
"De Paula, Escobar, Ottone, Aguiar, Aguiar De Matos, Duarte, Araujo, Costa, Magalhaes, Rocha-Vieira and Amorim",2018,10.1080/23328940.2018.1495023,9,
"De Souza, De Oliveira, De Matos, Moreira, Da Silva, Chilibeck, Ferreira, De Freitas Zanona and Aidar",2018,,10,
"Demartini-Nolan, Martschinske, Casa, Lopez, Stearns, Ganio and Coris",2018,10.1519/jsc.0000000000002137,29,
"Early, Earnest, Theall, Lemoine, Harrell and Johannsen",2018,10.14814/phy2.13672,6,10
"Edwards, Barfield, Niemiro, Beals, Broad, Motl, De Lisio, Burd and Pilutti",2018,10.1038/s41394-018-0114-3,4,3
"Eggenberger, Macrae, Kemp, Burgisser, Rossi and Annaheim",2018,10.3389/fphys.2018.01780,13,
"Ekhart, Wicht, Kersken, Ackermann, Kaczmarczyk, Pretzsch, Alexander and Korf",2018,10.1080/07420528.2017.1375942,,37
"Ely, Blanchard, Steele, Francisco, Cheuvront and Minson",2018,10.1249/mss.0000000000001550,7,6
Ferguson and Myers,2018,10.1519/jsc.0000000000002879,6,6
"Ferguson, Eves, Roy, Hodges and Cheung",2018,10.1152/japplphysiol.01134.2017,12,
"Fernandes Machado, Lopes Evangelista, De Queiroz Miranda, Vazquez La Scala Teixeira, Dos Santos Leite, Luksevicius Rica, Figueira Junior, Baker and Sales Bocalini",2018,,20,
"Fournier, Guenat, Fournier, Alberio, Bonny, Bertaggia Calderara, Bardy, Lauriers, Harbaoui, Monney, Pascale, Eeckhout and Muller",2018,10.1093/ehjcvp/pvy003,14,11
Galbraith and Willmott,2018,10.1080/17461391.2017.1411528,6,3
"Geisler, Schweitzer and Muller",2018,10.1152/japplphysiol.00162.2017,20,20
"Gerrett, Amano, Inoue, Havenith and Kondo",2018,10.14814/phy2.13619,7,5
"Ghoseiri, Zheng, Leung, Rahgozar, Aminian, Masoumi and Safari",2018,10.1080/10400435.2016.1272070,1,
"Godsmark, Tipton, Dennis and House",2018,10.1080/00140139.2018.1503726,13,
"Gorjanc, Morrison, Mcdonnell and Mekjavic",2018,10.1007/s00421-018-3890-3,5,
"Grahn, Makam and Craig Heller",2018,10.1080/15459624.2018.1470635,12,11
"Green, Miller, Simpson, Dubroc, Keyes, Neal, Gann and Andre",2018,10.1519/jsc.0000000000002293,9,
Grimbuhler and Viel,2018,10.1093/annweh/wxy056,17,25
"Hanson, Carriveau, Morgan, Smith, Michael and Miller",2018,10.1519/jsc.0000000000001933,6,5
"Heatherly, Killen, Smith, Seltmann, O'neal, Waldman and Hollingsworth",2018,,8,
"Hemmatjo, Motamedzade, Aliabadi, Kalatpour and Farhadian",2018,10.1080/10803548.2017.1299995,22,
"Hoffman, Snipe and Costa",2018,10.1007/s00421-018-3996-7,7,5
"Hohenauer, Costello, Stoop, Kung, Clarys, Deliens and Clijsen",2018,10.1111/sms.13014,19,
"Horiuchi, Handa and Fukuoka",2018,10.1242/bio.035121,14,
"Horn, Kesler, Kerber, Fent, Schroeder, Scott, Fehling, Fernhall and Smith",2018,10.1080/00140139.2017.1355072,36,4
"Imai, Takeda, Suzuki, Naghavi, Yamashina, Ota, Matsumura, Yokoyama, Miyagawa and Okazaki",2018,10.1007/s00421-017-3797-4,9,1
"Inoue, Yamashita, Kume and Yoshida",2018,10.1519/jsc.0000000000002793,9,
"Ito, Yamashita and Matsumoto",2018,10.23736/s0022-4707.17.07067-0,12,
"Jeffries, Goldsmith and Waldron",2018,10.1007/s00421-018-3970-4,10,
"Juliff, Peiffer and Halson",2018,10.1123/ijspp.2016-0809,,12
"Katica, Wingo, Herron, Ryan, Bishop and Richardson",2018,10.1016/j.jsams.2017.10.007,8,
"Kazuki, Taichi and Keisuke",2018,,7,
"Kent, Dawson, Cox, Abbiss, Smith, Croft, Lim, Eastwood, Burke and Peeling",2018,10.1007/s00421-018-3809-z,12,
"Kent, Dawson, Cox, Burke, Eastwood, Croft and Peeling",2018,10.1080/02640414.2017.1364404,12,
"Kesler, Ensari, Bollaert, Motl, Hsiao-Wecksler, Rosengren, Fernhall, Smith and Horn",2018,10.1080/00140139.2017.1360519,29,1
"Kim, Lee, Shin, Ku, Oh, Cho, In and Ma",2018,,8,
"Knechtle, Stjepanovic, Knechtle, Rosemann, Sousa and Nikolaidis",2018,10.1519/jsc.0000000000002690,1,
"Kojima, Kasai, Kondo, Ebi and Goto",2018,10.3390/nu10070893,12,
"Kojima, Kasai, Kondo, Ebi and Goto",2018,10.3390/nu10070893,12,
"Komarzynski, Huang, Innominato, Maurice, Arbaud, Beau, Bouchahda, Ulusakarya, Beaumatin, Breda, Finkenstadt and Levi",2018,10.2196/jmir.9779,23,32
"Kuniszyk-Jozkowiak, Jaszczuk and Czaplicki",2018,,12,
"Kwiecien, Mchugh and Howatson",2018,10.1080/02640414.2017.1312492,6,2
"Kyguoliene, Skurvydas, Eimantas, Baranauskiene, Balnyte and Brazaitis",2018,10.3390/medicina54030033,15,
"Kyguoliene, Skurvydas, Eimantas, Baranauskiene, Steponaviciute, Daniuseviciute, Paulauskas, Cernych and Brazaitis",2018,10.1007/s00221-018-5285-4,25,
"Larsen, Cox, Quinn, Fisher and Minahan",2018,,,18
"Lasanen, Malo, Airaksinen, Karhu, Toyras and Julkunen",2018,10.1080/10803548.2017.1336299,,14
"Laxminarayan, Rakesh, Oyama, Kazman, Yanovich, Ketko, Epstein, Morrison and Reifman",2018,10.1152/japplphysiol.00837.2017,148,18
